,Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago
289,0.0,Thu Apr 05 20:17:19 +0000 2018,0.0,1.0,0.0,@gracewenzel We are implementing a fix to our sites. The Status Page reflects that the fix has been established. Th… https://t.co/08c5ks8qOT,290
290,0.4199,Thu Apr 05 19:55:45 +0000 2018,0.0,0.866,0.134,@Absolute_hp Thank you for that information! We have forwarded your request to our management team. They will reach… https://t.co/rGcyGMiVW5,291
291,0.34,Thu Apr 05 19:31:35 +0000 2018,0.0,0.876,0.124,"@yogashelter We have restored services to MINDBODY Business App, MINDBODY App, Branded App, Class Check-In App, Cor… https://t.co/oqTe24X3Bb",292
292,0.34,Thu Apr 05 19:19:43 +0000 2018,0.0,0.876,0.124,"@maggiecg12 Hi Maggie, 
We have restored services to MINDBODY Business App, MINDBODY App, Branded App, Class Check-… https://t.co/unpt33ECFO",293
293,0.5994,Thu Apr 05 19:17:21 +0000 2018,0.051,0.784,0.165,@riscatbarn We are sorry about the impact of this Service Event on your business. We would love to have a member of… https://t.co/kmnz1g3zA2,294
294,0.4215,Thu Apr 05 19:16:08 +0000 2018,0.0,0.817,0.183,@Rbutleryoga We apologize for the impact this Service Event has had. We've restored service to MINDBODY Business Ap… https://t.co/ISS8pke3G6,295
295,0.34,Thu Apr 05 19:11:01 +0000 2018,0.0,0.876,0.124,"@urswimming We have restored services to MINDBODY Business App, MINDBODY App, Branded App, Class Check-In App, Corp… https://t.co/vKuHh0dRrb",296
296,0.34,Thu Apr 05 19:09:55 +0000 2018,0.0,0.87,0.13,"@LeRemedeChicago We have restored services to MINDBODY Business App, MINDBODY App, Branded App, Class Check-In App,… https://t.co/YXy9SmlnrJ",297
297,0.5994,Thu Apr 05 19:08:55 +0000 2018,0.051,0.784,0.165,@Absolute_hp We are sorry about the impact of this Service Event on your business. We would love to have a member o… https://t.co/SfAXv7fagf,298
298,0.34,Thu Apr 05 18:59:23 +0000 2018,0.0,0.888,0.112,"@TzviRaviv We have restored functionality to our Apps, including the Business App so you can manage your Classes an… https://t.co/cIBFgZxqZ4",299
299,0.5574,Thu Apr 05 18:55:03 +0000 2018,0.0,0.787,0.213,"@mikestella_atc We have restored functionality to our apps, including our Business App. We are working to restore s… https://t.co/TDOK908ZLV",300
300,-0.0772,Thu Apr 05 18:53:09 +0000 2018,0.056,0.944,0.0,@dSiz We are sorry about the impact of this Service Event on your business. We have identified the cause of the eve… https://t.co/CmuuOD1cEK,301
301,0.5994,Thu Apr 05 18:51:04 +0000 2018,0.051,0.784,0.165,@ADARALADY Hello Julie. We are sorry about the impact of this Service Event on your business. We would love to have… https://t.co/cbgY9D9UDo,302
302,-0.6597,Thu Apr 05 18:48:06 +0000 2018,0.221,0.779,0.0,"@bethije Hi Bethany, 
Which App are you still having trouble with? If you are having trouble logging in, would you… https://t.co/jQOaL8cUKG",303
303,0.0,Thu Apr 05 18:36:22 +0000 2018,0.0,1.0,0.0,"@HalleyMarie Hello Halley, We are currently experiencing a Service Event that is limiting service to our websites a… https://t.co/JyOObLkOF1",304
304,0.0516,Thu Apr 05 18:25:45 +0000 2018,0.105,0.781,0.113,@ChicagoGay1 We are pleased to say the newest update is we have identified the problem. Once this issue has been re… https://t.co/kas9ltAuW1,305
305,-0.128,Thu Apr 05 18:22:02 +0000 2018,0.118,0.786,0.096,"@JaredBSolomon Hi Jared, the newest update is we have identified the problem. We are working to restore all systems… https://t.co/VCsc98IhA3",306
306,0.0,Thu Apr 05 18:20:17 +0000 2018,0.06,0.88,0.06,@B_as_in_Beth Hi Beth! We're sorry that the updates haven't gone through to your phone number. We can look into thi… https://t.co/vS10NUHcz2,307
307,-0.25,Thu Apr 05 18:11:49 +0000 2018,0.121,0.804,0.076,"@Twinpangwang Hi there, the newest update is we have identified the problem  Once this issue has been resolved, if… https://t.co/g1LeAAYDmN",308
308,-0.25,Thu Apr 05 18:11:04 +0000 2018,0.121,0.804,0.076,"@RumerRPilates Hi there, the newest update is we have identified the problem  Once this issue has been resolved, if… https://t.co/oISpZh7OuO",309
309,0.296,Thu Apr 05 18:07:19 +0000 2018,0.0,0.896,0.104,"@vickysutherland Hi Vicky, We have all hands on deck to try and restore services. We will continue to update… https://t.co/jieNrcgdug",310
310,0.6705,Thu Apr 05 18:05:58 +0000 2018,0.0,0.745,0.255,@brendabouw The safety of your data is our number one concern - we can assure you that your information and your Cl… https://t.co/zsjn5qv6YB,311
311,-0.25,Thu Apr 05 18:05:31 +0000 2018,0.115,0.812,0.073,"@vickiduong Hi Vicki, the newest update is we have identified the problem  Once this issue has been resolved, if yo… https://t.co/QqGVZWE7No",312
312,0.296,Thu Apr 05 18:04:55 +0000 2018,0.0,0.905,0.095,"@_Sasha_Fierce23 Hi Sasha, we have all hands on deck to try and restore services. We will continue to update We wil… https://t.co/eHcaLP6cDi",313
313,-0.25,Thu Apr 05 18:04:18 +0000 2018,0.115,0.812,0.073,"@PaigeCarey Hi Paige, the newest update is we have identified the problem  Once this issue has been resolved, if yo… https://t.co/VsEhkxAIjy",314
314,-0.4019,Thu Apr 05 18:03:24 +0000 2018,0.144,0.856,0.0,@rafadmartin All MINDBODY® systems are currently unavailable. We have identified the problem and working to restore… https://t.co/ix1Lp82wlJ,315
315,-0.128,Thu Apr 05 17:58:44 +0000 2018,0.118,0.786,0.096,@riscatbarn We have identified the problem and working to restore all systems to full functionality as soon as poss… https://t.co/MOvPHFjrWh,316
316,0.0,Thu Apr 05 17:55:02 +0000 2018,0.0,1.0,0.0,@bwoolgar This is not a DDOS. It is our MINDBODY® systems that are down. The newest update is we have identified th… https://t.co/QMkSXH0HNJ,317
317,-0.128,Thu Apr 05 17:52:26 +0000 2018,0.113,0.795,0.092,@riscatbarn The newest update is we have identified the problem and are working to restore all systems to full func… https://t.co/Q1dv9iMq6y,318
318,-0.128,Thu Apr 05 17:51:09 +0000 2018,0.113,0.795,0.092,@TimWalkerPT The newest update is we have identified the problem and are working to restore all systems to full fun… https://t.co/lx1iIdJPmW,319
319,0.34,Thu Apr 05 17:45:24 +0000 2018,0.113,0.714,0.172,@LoraStahh All MINDBODY® systems are currently unavailable. The great news is we have identified the problem and ar… https://t.co/U2wKjDs4mo,320
320,0.5859,Thu Apr 05 17:41:46 +0000 2018,0.0,0.798,0.202,"@cullenmacdonald Hello Cullen, We are happy to have a member of our Leadership Team reach out to you. We will forwa… https://t.co/9NpPVQKkzg",321
321,0.5719,Thu Apr 05 17:41:42 +0000 2018,0.0,0.837,0.163,"@KhemiaJen We are happy to answer that, Khemla. A Service Event is when an issue is causing the MINDBODY® Software… https://t.co/g9zV5wR7lm",322
322,0.0,Thu Apr 05 17:40:31 +0000 2018,0.0,1.0,0.0,We have identified the cause of our Service Event. We will continue to provide updates as services come online. We… https://t.co/4tZ5iKY59Q,323
323,0.4927,Thu Apr 05 17:38:09 +0000 2018,0.0,0.862,0.138,"@TringMartialArt Our engineering team is very good about posting updates as soon as they have them, so if there's n… https://t.co/FfEsYO1wSP",324
324,-0.128,Thu Apr 05 17:35:22 +0000 2018,0.113,0.795,0.092,@SoulerFloat The most recent update is we have identified the problem and are working to restore all systems to ful… https://t.co/mLKDB1op8w,325
325,-0.128,Thu Apr 05 17:32:01 +0000 2018,0.118,0.786,0.096,"@jackiearebee Hi Jacqueline, the most recent update is we have identified the problem and are working to restore al… https://t.co/KLgfoLn2W7",326
326,0.0,Thu Apr 05 17:30:57 +0000 2018,0.0,1.0,0.0,"@Janelle_McGov Hi Janelle, we are experiencing a system-wide service event causing all MINDBODY® systems to be unav… https://t.co/Ao519nXbXp",327
327,0.0,Thu Apr 05 17:28:35 +0000 2018,0.0,1.0,0.0,"@mcguthrie Hi Michael, we are experiencing a system-wide service event causing all MINDBODY® systems to be unavaila… https://t.co/5cbTzIssxK",328
328,0.0,Thu Apr 05 17:23:01 +0000 2018,0.0,1.0,0.0,"@fjania Hi Frank, you are not the only one with troudble loading the MINDBODY® Software and Apps. We are experienci… https://t.co/XsFYXj0qzv",329
329,0.0,Thu Apr 05 17:21:41 +0000 2018,0.0,1.0,0.0,@OkayMeanwhile We have been experiencing a Service Event that is causing the MINDBODY® Software and Apps to not wor… https://t.co/6Ua3Lenp8e,330
330,0.6369,Thu Apr 05 17:20:24 +0000 2018,0.0,0.846,0.154,@nmimusic We cannot give a timeline of when the system is back up. The best thing to do is check the Status page he… https://t.co/f4OLWFg4vX,331
331,0.7906,Thu Apr 05 17:19:00 +0000 2018,0.0,0.75,0.25,"@gracewenzel Hi Grace. While we are unable to give an ET, the best thing to do is check the Status page here--&gt;… https://t.co/xwEVfUI0tt",332
332,0.6705,Thu Apr 05 17:12:38 +0000 2018,0.0,0.735,0.265,@SaharaViolet The safety of your data is our number one concern - we can assure you that your information and your… https://t.co/nkqeTYWpcC,333
333,0.6705,Thu Apr 05 17:12:15 +0000 2018,0.0,0.745,0.255,@PMurasso The safety of your data is our number one concern - we can assure you that your information and your Clie… https://t.co/TiyelM0wbl,334
334,-0.4019,Thu Apr 05 17:11:25 +0000 2018,0.137,0.863,0.0,@VonMichaelnNYC This error message is in regards to the system-wide service event causing all MINDBODY® systems to… https://t.co/zASxKhQtva,335
335,0.8176,Thu Apr 05 17:08:01 +0000 2018,0.0,0.737,0.263,"@ChicagoAcu Hi Dana, we would love to connect you with a member of our Leadership Team. Feel free to DM us your bes… https://t.co/jbWkLTu8WK",336
336,-0.4767,Thu Apr 05 17:07:16 +0000 2018,0.147,0.853,0.0,"@d1ffm Hi Mark, we understand your frustration. We currently have all hands working towards a resolution to have al… https://t.co/1U7jcGdmJs",337
337,-0.1531,Thu Apr 05 17:06:48 +0000 2018,0.136,0.758,0.106,@Jasonrupert2 All MINDBODY® systems are currently unavailable. We are strongly continuing to diagnose the problem a… https://t.co/0oYrTvYlB8,338
338,-0.4019,Thu Apr 05 17:03:43 +0000 2018,0.13,0.87,0.0,@PIVOT_NYC You are not the only one with trouble with the MINDBODY® Software. We are still experiencing a system-wi… https://t.co/gQERJkpY6c,339
339,0.296,Thu Apr 05 17:01:00 +0000 2018,0.0,0.891,0.109,"@linnynicole Hi Lindsay, we are currently experiencing a Service Event that we are working on to restore full servi… https://t.co/SfcKavW00P",340
340,0.1531,Thu Apr 05 16:59:05 +0000 2018,0.117,0.696,0.187,@birdieandbubba We are strongly continuing our efforts to diagnose the problem and restore all systems to full func… https://t.co/RyJZ7uyjTh,341
341,-0.1779,Thu Apr 05 16:58:56 +0000 2018,0.151,0.732,0.117,"@Nikcolesjourney Hello Nikcole, we certainly understand your frustration and our development team is doing their be… https://t.co/NljKEkp4s9",342
342,-0.128,Thu Apr 05 16:57:21 +0000 2018,0.129,0.766,0.105,@EastBayPilates We are continuing our efforts to diagnose the problem and restore all systems to full functionality… https://t.co/BjCtEzDANU,343
343,0.7783,Thu Apr 05 16:57:07 +0000 2018,0.0,0.746,0.254,@letiocean We will be keeping all of our Clients updated as we move forward with resolving this issue. The best way… https://t.co/H6aAZONdwi,344
344,0.0,Thu Apr 05 16:55:48 +0000 2018,0.0,1.0,0.0,@RandyJLaBelle Hi Randy. While we cannot say when the systems will be back up you can check the Status page here --… https://t.co/lYl7xGik7L,345
345,0.0258,Thu Apr 05 16:53:32 +0000 2018,0.0,0.948,0.052,"@ChiSchmidtty While we are unable to schedule classes through our app, you can always reach out to the business dir… https://t.co/lv1Q92I8Yf",346
346,0.296,Thu Apr 05 16:51:57 +0000 2018,0.0,0.909,0.091,"@A2politico Hi, we have all hands working on a resolution as of now and we will be restoring full service as soon a… https://t.co/64UGYARCRI",347
347,0.0,Thu Apr 05 16:51:10 +0000 2018,0.0,1.0,0.0,@Square1Wellness We are still experiencing a system-wide service event and all MINDBODY® systems are currently unav… https://t.co/vtRFThUqJI,348
348,0.0,Thu Apr 05 16:49:37 +0000 2018,0.0,1.0,0.0,@mmeeggggiiee Hi Meg. While we cannot say when the systems will be back up you can check the Status page here --&gt;… https://t.co/xT9kmrNmh8,349
349,0.296,Thu Apr 05 16:48:39 +0000 2018,0.0,0.891,0.109,"@becomefitfc Hi, we are currently experiencing a Service Event that our development team is working on to restore f… https://t.co/yPcHkJmjaI",350
350,0.5106,Thu Apr 05 16:47:00 +0000 2018,0.0,0.798,0.202,@georgiebingham Hi Georgie. Thank you for reaching out and we are aware of the MINDBODY® systems being unavailable.… https://t.co/XkIso469Gx,351
351,0.0258,Thu Apr 05 16:45:13 +0000 2018,0.106,0.784,0.11,@LxJaramillo Hi Lex. It is true that our systems are currently down. We are working to diagnose the problem and res… https://t.co/XeK86i8tW3,352
352,0.0,Thu Apr 05 16:42:43 +0000 2018,0.0,1.0,0.0,@CindyMiner81 Hi Cindy. At this time we have announced on our Facebook and Twitter pages regarding our systems bein… https://t.co/IrBWKRXuVV,353
353,0.0,Thu Apr 05 16:39:33 +0000 2018,0.0,1.0,0.0,@FounderyBmore We are still experiencing a system-wide service event and all MINDBODY® systems are currently unavai… https://t.co/c3A3p3QrTg,354
354,0.5106,Thu Apr 05 16:37:46 +0000 2018,0.0,0.798,0.202,"@mbandreasen Hi Mara, thank you for reaching out. Currently, we are experiencing a Service Event that is causing th… https://t.co/6lS38hpVkS",355
355,0.3182,Thu Apr 05 16:29:40 +0000 2018,0.0,0.887,0.113,"@SoarFitness Hi Mike, we currently have all hands working on the resolution to this service event.  Please visit… https://t.co/IvkvLQVeIp",356
356,0.0,Thu Apr 05 16:25:10 +0000 2018,0.0,1.0,0.0,"@GeneBersten Hi Gene, currently we do not have an ETA, however , we have all hands working on a resolution. We will… https://t.co/RBHpAqeQnb",357
357,0.1779,Thu Apr 05 16:22:19 +0000 2018,0.16,0.588,0.251,"@AndyManOsteo Hi Andy, we certainly understand your frustrations. Please subscribe to updates here&gt;… https://t.co/qY6zaPd2GN",358
358,0.3818,Thu Apr 05 16:08:34 +0000 2018,0.0,0.867,0.133,"Dear MINDBODY Customers, 
We are currently experiencing a Service Event that our development team is working on to… https://t.co/CVRdJG3QKv",359
359,0.0,Thu Apr 05 16:01:48 +0000 2018,0.0,1.0,0.0,"@CJKono Hi Chris, we are currently experiencing a Service Event that our development team is working on to restore… https://t.co/O6mlw4LHeB",360
360,0.296,Thu Apr 05 16:00:51 +0000 2018,0.0,0.901,0.099,"@reeortiz Hi Marie, currently we have all hands of our development team working on restoring full service. In the m… https://t.co/8TDd7bkVZh",361
361,0.0,Thu Apr 05 15:58:25 +0000 2018,0.0,1.0,0.0,"@blush_lifestyle Hi Christy, we are currently experiencing a Service Event that our development team is working on… https://t.co/Fg2htr5g6D",362
362,0.3818,Thu Apr 05 15:53:48 +0000 2018,0.0,0.867,0.133,"Dear MINDBODY Customers, 

We are currently experiencing a Service Event that our development team is working on to… https://t.co/8cgk8QFpCt",363
363,0.0,Thu Apr 05 15:46:44 +0000 2018,0.0,1.0,0.0,"@CycleFierce Hi, what we are experiencing is a service event. At this time we do not have an ETA, however, by subsc… https://t.co/Woalb2zTSK",364
364,0.6808,Thu Apr 05 15:44:35 +0000 2018,0.0,0.708,0.292,"@FutureFormNice Hi, thank you for reaching out. We currently have all hands working on the resolution. Please visit… https://t.co/L9ykTTZiBE",365
365,0.0,Thu Apr 05 15:43:06 +0000 2018,0.0,1.0,0.0,"@pattielliott68 Hi Patti, We are currently experiencing a Service Event that our development team is working on to… https://t.co/dvOLdyP7AB",366
366,0.3182,Thu Apr 05 15:37:05 +0000 2018,0.0,0.881,0.119,"@QueenVictoria15 Hi Victoria, we currently have all hands working on the resolution. In the meantime please visit… https://t.co/ShB4bYtUmf",367
367,0.0,Thu Apr 05 15:35:42 +0000 2018,0.0,1.0,0.0,"@colby_rad1 Hi Colby, we are currently experiencing a Service Event that our development team is working on to rest… https://t.co/2Q7de77YYj",368
368,0.1531,Thu Apr 05 15:34:08 +0000 2018,0.127,0.678,0.195,"@iflancy Hi Yuko, we certainly understand your frustrations and we have all hands working on restoring full service… https://t.co/kz6sVUy3p5",369
369,0.5423,Thu Apr 05 15:30:39 +0000 2018,0.0,0.791,0.209,"@Deniseatx Hi, currently we have all hands of our development team working on restoring full service. Please visit… https://t.co/ZMIOoRqgbH",370
370,0.5106,Thu Apr 05 15:21:03 +0000 2018,0.0,0.777,0.223,"@theartistcoop_ Hi, thank you for reaching out. We have updated our Status page&gt; https://t.co/jTuVgxzu4Y to reflect… https://t.co/0urHkG2gAI",371
371,0.5106,Thu Apr 05 15:12:38 +0000 2018,0.0,0.807,0.193,"@hasselchiro Hi Hassel, thank you for reaching out. We currently have all hands of our development team working on… https://t.co/GZvKsiQccl",372
372,0.0,Thu Apr 05 15:09:28 +0000 2018,0.0,1.0,0.0,@kburweezie Our deepest apologies for this current situation. Our teams are working diligently to bring all systems… https://t.co/ahbNMIbuLs,373
373,0.5106,Thu Apr 05 15:06:21 +0000 2018,0.0,0.788,0.212,"@elisabethfit4u Hi Elisabeth, thank you for reaching out. We are currently experiencing a Service Event that our de… https://t.co/FMpYTBo3cG",374
374,0.5106,Thu Apr 05 15:00:16 +0000 2018,0.0,0.788,0.212,"@superkat77 Hi Shawn, Thank you for reaching out. We are currently experiencing a Service Event that our developmen… https://t.co/QUFXv1CK7u",375
375,0.5106,Thu Apr 05 14:52:31 +0000 2018,0.0,0.788,0.212,"@VictoriaCionna Hi Vic, thank you for reaching out. We are currently experiencing a Service Event that our developm… https://t.co/sGk3eZGoQf",376
376,0.6114,Thu Apr 05 14:45:08 +0000 2018,0.0,0.75,0.25,"@imogenzumba Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting… https://t.co/3KiMNCnJ01",377
377,0.6114,Thu Apr 05 14:44:13 +0000 2018,0.0,0.762,0.238,"@tarmanderr Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting a… https://t.co/zud1Kx9Pre",378
378,0.6114,Thu Apr 05 14:34:16 +0000 2018,0.0,0.75,0.25,"@a_balanced_girl Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affect… https://t.co/HhjqMcm75t",379
379,0.765,Thu Apr 05 14:33:25 +0000 2018,0.0,0.742,0.258,"@CycleFierce Hi there, while we are certainly doing our best to notify everyone of this, we are working our hardest… https://t.co/cQrEFMM1nR",380
380,0.6114,Thu Apr 05 14:32:12 +0000 2018,0.0,0.75,0.25,"@1cyclingmom Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting… https://t.co/ye19aKOwKf",381
381,0.6114,Thu Apr 05 14:19:17 +0000 2018,0.0,0.75,0.25,"@mdauhajre16 Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting… https://t.co/Y0MG4YjhA1",382
382,0.7269,Thu Apr 05 14:05:58 +0000 2018,0.0,0.728,0.272,"@ashleyvcohen Hi there, thanks for reaching out. While we are unable to give an ETA, we are certainly working our h… https://t.co/DM7B39sPHl",383
383,0.7269,Thu Apr 05 14:05:16 +0000 2018,0.0,0.717,0.283,"@Square1Wellness Hi there Krisna, thanks for reaching out. While we are unable to give an ETA, we are certainly wor… https://t.co/TfiMEMjKaP",384
384,0.8908,Thu Apr 05 14:04:24 +0000 2018,0.0,0.564,0.436,"@amanda_arcadio Hi there Amanda, thanks for reaching out! While we are certainly doing our best to notify everyone,… https://t.co/ND1m6umG51",385
385,0.6114,Thu Apr 05 14:01:17 +0000 2018,0.0,0.75,0.25,"@EastBayPilates Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecti… https://t.co/lihkeNg4f4",386
386,0.6114,Thu Apr 05 14:00:55 +0000 2018,0.0,0.773,0.227,"@CSZhao Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting all M… https://t.co/NWqWhG0YeM",387
387,0.6114,Thu Apr 05 14:00:36 +0000 2018,0.0,0.762,0.238,"@wmfactory Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting al… https://t.co/7vWdIbaCkx",388
388,0.6114,Thu Apr 05 13:57:26 +0000 2018,0.0,0.762,0.238,"@bsulisy Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting all… https://t.co/nNRQBzfJkO",389
389,0.9022,Thu Apr 05 13:55:46 +0000 2018,0.0,0.55,0.45,"@ItsJustMimi Hi there Mimi, thanks for reaching out. We can certainly help out, feel free to private message us wit… https://t.co/hyzrCHSC5f",390
390,0.6114,Thu Apr 05 13:47:04 +0000 2018,0.0,0.75,0.25,"@HHLadiesOnlyGym Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affect… https://t.co/QW3XtmjoIV",391
391,0.7269,Thu Apr 05 13:43:39 +0000 2018,0.0,0.717,0.283,"@TheFloatCentre Hi there, thanks for reaching out. While we are unable to give an ETA, we are certainly working our… https://t.co/uDtXOxxcvV",392
392,0.6114,Thu Apr 05 13:40:27 +0000 2018,0.0,0.762,0.238,"@laineydav Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting al… https://t.co/CxlHxX6s1m",393
393,0.6114,Thu Apr 05 13:36:32 +0000 2018,0.0,0.762,0.238,"@BYChotyoga Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting a… https://t.co/cBhC7AGRMR",394
394,0.6114,Thu Apr 05 13:35:49 +0000 2018,0.0,0.762,0.238,"@dansm15 Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting all… https://t.co/XPClpS4c2T",395
395,0.6783,Thu Apr 05 13:34:08 +0000 2018,0.0,0.743,0.257,"@LeahNMA Hi there, thanks for reaching out. We are working our hardest to get this resolved as soon as possible. Wh… https://t.co/2lCzIy94J5",396
396,0.7269,Thu Apr 05 13:29:15 +0000 2018,0.0,0.705,0.295,"@ChicagoGay1 Hi there, thanks for reaching out. We can certainly understand and are working our hardest to get this… https://t.co/OZSj1NxlYI",397
397,0.6114,Thu Apr 05 13:27:19 +0000 2018,0.0,0.762,0.238,"@hmazeika Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting all… https://t.co/MSNKo9usMa",398
398,0.6114,Thu Apr 05 13:25:38 +0000 2018,0.0,0.75,0.25,"@kaz_a_blanca Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting… https://t.co/DMR3wgyypG",399
399,0.6114,Thu Apr 05 13:21:50 +0000 2018,0.0,0.75,0.25,"@THEmegjohns Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting… https://t.co/9JDRqS83cW",400
400,0.6114,Thu Apr 05 13:17:30 +0000 2018,0.0,0.75,0.25,"@henleypractice Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecti… https://t.co/TiZspIyPPx",401
401,0.6114,Thu Apr 05 13:15:57 +0000 2018,0.0,0.75,0.25,"@KamilleMccollum Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affect… https://t.co/2AWkSlzqXH",402
402,0.6114,Thu Apr 05 13:15:13 +0000 2018,0.0,0.762,0.238,"@dereuter Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting all… https://t.co/wsQPh8D3N7",403
403,0.6114,Thu Apr 05 13:14:28 +0000 2018,0.0,0.762,0.238,"@sungscow Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting all… https://t.co/ppYpZgWFrA",404
404,0.6114,Thu Apr 05 13:11:49 +0000 2018,0.0,0.75,0.25,"@HarmonyDaySpa Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affectin… https://t.co/JpXdREr11Z",405
405,0.6114,Thu Apr 05 13:09:06 +0000 2018,0.0,0.75,0.25,"@WarriorFitness Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecti… https://t.co/nmKkhezJwF",406
406,0.6114,Thu Apr 05 12:59:15 +0000 2018,0.0,0.75,0.25,"@ReposeStudio Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting… https://t.co/C9Z8AVrfTe",407
407,0.6114,Thu Apr 05 12:55:57 +0000 2018,0.0,0.75,0.25,"@centerstudionyc Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affect… https://t.co/SobrKeoYDO",408
408,0.6114,Thu Apr 05 12:52:00 +0000 2018,0.0,0.75,0.25,"@LaskeJordan Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting… https://t.co/DJq2kTeXMK",409
409,0.6114,Thu Apr 05 12:48:56 +0000 2018,0.0,0.75,0.25,"@BreathingRoomRD Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affect… https://t.co/G8XuWh69fA",410
410,0.6114,Thu Apr 05 12:47:15 +0000 2018,0.0,0.75,0.25,"@Yorkie_Morg Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting… https://t.co/cXmrmlniRL",411
411,0.6114,Thu Apr 05 12:44:09 +0000 2018,0.0,0.75,0.25,"@KellyAlysia Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting… https://t.co/pn3bhsfbf2",412
412,0.6114,Thu Apr 05 12:31:24 +0000 2018,0.0,0.762,0.238,"@mishah86 Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting all… https://t.co/KwPsxJzTXp",413
413,0.6114,Thu Apr 05 12:30:06 +0000 2018,0.0,0.762,0.238,"@B_Louis Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting all… https://t.co/5qITFIuqlv",414
414,0.6114,Thu Apr 05 12:25:50 +0000 2018,0.0,0.75,0.25,"@ClarissaMoop Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting… https://t.co/qdKxrR2EDB",415
415,0.6114,Thu Apr 05 12:22:38 +0000 2018,0.0,0.762,0.238,"@srdiaries Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting al… https://t.co/TmyOJ4JR8f",416
416,0.6114,Thu Apr 05 12:21:55 +0000 2018,0.0,0.75,0.25,"@samantha_aviles Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affect… https://t.co/pMRl9Ziigp",417
417,0.6114,Thu Apr 05 12:20:13 +0000 2018,0.0,0.773,0.227,"@rrrenly Hi there, thanks for reaching out! We are currently experiencing a Service Event that is affecting all MIN… https://t.co/wyD6Csb7uZ",418
418,0.6114,Thu Apr 05 12:17:25 +0000 2018,0.0,0.762,0.238,"@mrsbriggle Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting a… https://t.co/VRtZVIqbYb",419
419,0.6114,Thu Apr 05 12:14:44 +0000 2018,0.0,0.75,0.25,"@yogawithben Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting… https://t.co/6LV82Wmser",420
420,0.6114,Thu Apr 05 12:11:46 +0000 2018,0.0,0.762,0.238,"@StrideFit Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting al… https://t.co/sq9hIwqjlT",421
421,0.6114,Thu Apr 05 12:10:23 +0000 2018,0.0,0.75,0.25,"@VitruvianDenver Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affect… https://t.co/BqiFBRZQ2p",422
422,0.6114,Thu Apr 05 12:08:07 +0000 2018,0.0,0.75,0.25,"@stabilityatl Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting… https://t.co/M4WvOWBL1e",423
423,0.6114,Thu Apr 05 12:07:27 +0000 2018,0.0,0.762,0.238,"@Absolute_hp Hi there, thanks for reaching out! We are currently experiencing a Service Event that is affecting all… https://t.co/7DNKdvnzTg",424
424,0.6114,Thu Apr 05 12:00:40 +0000 2018,0.0,0.75,0.25,"@OkayMeanwhile Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affectin… https://t.co/z82k5kMtaH",425
425,0.6114,Thu Apr 05 12:00:04 +0000 2018,0.0,0.75,0.25,"@velolabsherndon Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affect… https://t.co/MMEo1Xr0U6",426
426,0.6114,Thu Apr 05 11:57:15 +0000 2018,0.0,0.75,0.25,"@ChiSchmidtty Hello there, thanks for reaching out! We are currently experiencing a Service Event that is affecting… https://t.co/ojMoRcosd6",427
